city,propertyType,bedrooms,bathrooms,area,age,parking,furnished,price
Vadodara,House,2,3,3852,18,3,Unfurnished,18859112
Vadodara,Apartment,4,3,1948,10,0,Unfurnished,8821212
Mumbai,House,2,2,4510,25,0,Unfurnished,65173779
Bangalore,Commercial,4,4,3640,0,0,Fully Furnished,64453100
Pune,Apartment,3,2,646,21,0,Fully Furnished,6776909
Rajkot,Villa,3,2,1341,12,2,Unfurnished,8228058
Ahmedabad,Villa,3,4,4762,19,2,Semi Furnished,35501688
Pune,Commercial,3,2,1850,25,3,Unfurnished,29019513
Rajkot,House,2,1,4633,5,0,Semi Furnished,20072778
Bangalore,Villa,5,1,892,21,0,Fully Furnished,15004100
Ahmedabad,Apartment,4,4,3615,3,2,Semi Furnished,18153065
Rajkot,Apartment,3,4,1327,21,2,Fully Furnished,6313326
Bangalore,Apartment,5,1,2815,3,0,Semi Furnished,28325796
Jaipur,House,3,2,3432,22,3,Semi Furnished,20886483
Ahmedabad,Commercial,2,4,3208,7,0,Unfurnished,26503126
Surat,Commercial,2,1,4691,2,0,Semi Furnished,36356349
Hyderabad,Villa,3,4,910,3,1,Unfurnished,13168881
Pune,Villa,4,1,1278,24,0,Unfurnished,17725917
Vadodara,Villa,3,4,2697,23,0,Semi Furnished,17863650
Vadodara,Apartment,4,4,4239,8,3,Fully Furnished,19283576
Bangalore,House,1,2,980,5,0,Semi Furnished,12103121
Jaipur,Commercial,2,4,3437,19,0,Fully Furnished,30857682
Hyderabad,Commercial,1,4,4110,1,0,Semi Furnished,61718102
Ahmedabad,House,3,1,4045,21,1,Semi Furnished,22780544
Bangalore,House,5,1,595,20,1,Fully Furnished,8875085
Hyderabad,House,1,4,3126,7,2,Semi Furnished,31687636
Delhi,House,5,4,3803,7,0,Semi Furnished,47676765
Jaipur,Commercial,1,4,4162,10,0,Semi Furnished,36478312
Surat,Commercial,4,1,4998,0,0,Fully Furnished,39804274
Delhi,House,4,3,3476,1,1,Semi Furnished,43585098
Delhi,Commercial,3,4,1434,3,1,Unfurnished,27094938
Pune,Villa,5,3,1370,1,1,Semi Furnished,20554271
Bangalore,Apartment,3,2,2036,3,3,Unfurnished,20846247
Rajkot,Villa,1,4,880,20,0,Semi Furnished,5657605
Jaipur,House,4,1,4844,23,0,Fully Furnished,29480274
Jaipur,Commercial,5,2,1922,23,1,Unfurnished,17737304
Jaipur,Villa,5,4,3929,19,1,Semi Furnished,32016916
Pune,Villa,4,2,1631,13,2,Fully Furnished,24531016
Pune,House,2,2,2880,21,2,Fully Furnished,30590116
Vadodara,Villa,1,3,4435,18,3,Fully Furnished,29384237
Mumbai,Commercial,1,1,707,12,1,Unfurnished,15230554
Rajkot,Villa,2,3,2552,4,0,Fully Furnished,15900677
Rajkot,Apartment,3,4,1339,19,1,Fully Furnished,6700034
Bangalore,House,5,3,884,12,3,Semi Furnished,12205441
Delhi,Apartment,1,3,2163,19,3,Unfurnished,22240604
Jaipur,House,2,3,4176,5,0,Unfurnished,24610997
Delhi,Apartment,4,1,4010,8,2,Unfurnished,41168746
Jaipur,Villa,1,3,4320,22,1,Unfurnished,33188769
Pune,Apartment,5,3,4518,25,2,Unfurnished,39661299
Delhi,House,2,1,4638,5,3,Fully Furnished,57744123
Bangalore,Apartment,3,2,2247,21,2,Semi Furnished,22549823
Mumbai,House,5,4,572,3,2,Semi Furnished,10463823
Jaipur,House,1,3,3624,25,0,Semi Furnished,21168294
Delhi,Villa,1,3,4713,25,3,Semi Furnished,75928981
Mumbai,House,3,1,1286,5,0,Fully Furnished,19912052
Rajkot,House,4,1,2184,17,3,Fully Furnished,10973423
Vadodara,Apartment,4,3,810,2,0,Unfurnished,4295638
Mumbai,Apartment,5,2,2618,13,3,Semi Furnished,33515094
Bangalore,Villa,1,4,1469,17,0,Fully Furnished,23220109
Jaipur,Apartment,1,3,4619,3,2,Fully Furnished,23862189
Jaipur,Apartment,3,4,3624,12,0,Semi Furnished,18509117
Delhi,House,2,4,4970,9,1,Semi Furnished,60956255
Ahmedabad,House,1,1,541,18,3,Fully Furnished,4445522
Surat,Villa,2,3,2234,13,1,Unfurnished,15530410
Rajkot,Villa,2,1,1985,21,0,Fully Furnished,12274671
Delhi,Apartment,3,1,2553,3,1,Fully Furnished,27565856
Pune,Villa,2,2,1319,9,0,Unfurnished,18446622
Hyderabad,Commercial,3,3,1748,18,2,Semi Furnished,27249592
Vadodara,Apartment,3,2,2314,22,3,Semi Furnished,10351548
Vadodara,Villa,4,4,4148,11,2,Semi Furnished,27986989
Surat,House,5,1,2798,4,1,Semi Furnished,15682096
Surat,Apartment,5,1,3818,24,1,Unfurnished,17213988
Mumbai,Commercial,2,3,3715,7,2,Unfurnished,81356274
Delhi,Apartment,4,3,4613,0,1,Fully Furnished,48353899
Delhi,House,4,2,1967,18,1,Fully Furnished,25610990
Pune,Apartment,2,4,2398,2,2,Semi Furnished,21878386
Ahmedabad,House,5,3,3679,15,3,Unfurnished,21233443
Pune,Apartment,5,3,2657,18,1,Semi Furnished,24331405
Pune,Apartment,5,3,3582,7,3,Semi Furnished,32733792
Hyderabad,Commercial,5,1,4611,4,3,Unfurnished,69699522
Surat,Villa,2,2,2031,5,2,Fully Furnished,15247398
Rajkot,Commercial,3,1,4444,21,3,Semi Furnished,29093139
Jaipur,House,4,1,2496,1,1,Fully Furnished,16370916
Vadodara,Apartment,5,2,958,5,2,Unfurnished,5602937
Bangalore,Apartment,3,1,2274,14,3,Semi Furnished,22831852
Rajkot,Commercial,5,2,1989,19,2,Unfurnished,13865016
Hyderabad,Apartment,2,4,3657,4,0,Unfurnished,30699577
Delhi,Commercial,2,1,1953,15,0,Fully Furnished,36506778
Surat,Apartment,4,2,4917,0,3,Fully Furnished,23342519
Pune,Apartment,5,4,2379,25,3,Semi Furnished,22164044
Jaipur,Apartment,4,2,2585,15,1,Unfurnished,13380026
Jaipur,Commercial,3,2,544,22,0,Fully Furnished,6248083
Surat,Apartment,4,2,3087,13,2,Unfurnished,14002697
Bangalore,Villa,3,4,3495,19,2,Fully Furnished,55115760
Rajkot,Commercial,5,4,1964,11,3,Semi Furnished,14619749
Jaipur,Villa,4,2,1475,23,1,Semi Furnished,12372654
Surat,House,5,4,3272,25,0,Unfurnished,17623884
Ahmedabad,Apartment,2,4,4066,2,0,Semi Furnished,19479542
Pune,Apartment,5,1,3648,12,2,Fully Furnished,33018254
Vadodara,Commercial,4,1,2152,21,2,Unfurnished,15717281
Jaipur,House,5,2,795,11,1,Fully Furnished,6504501
Vadodara,Apartment,3,4,3392,21,3,Semi Furnished,14613840
Delhi,Apartment,1,1,2830,23,2,Semi Furnished,28764939
Rajkot,House,4,4,538,8,1,Semi Furnished,4240429
Surat,Apartment,5,3,3285,3,2,Fully Furnished,16434292
Hyderabad,Commercial,5,4,2492,24,2,Semi Furnished,38715020
Jaipur,Apartment,4,1,2612,2,3,Fully Furnished,14868687
Rajkot,Villa,4,3,4731,17,0,Fully Furnished,28244742
Rajkot,Villa,1,4,3301,2,1,Semi Furnished,19664719
Pune,House,5,3,1997,23,1,Semi Furnished,21803765
Rajkot,House,3,2,2377,6,1,Fully Furnished,11906721
Vadodara,Apartment,1,1,4535,19,0,Fully Furnished,18205816
Hyderabad,Villa,5,3,4533,18,2,Semi Furnished,61164715
Delhi,Villa,4,2,1550,1,3,Semi Furnished,27092036
Ahmedabad,Villa,4,2,4245,3,3,Semi Furnished,32247827
Ahmedabad,House,4,1,3165,11,2,Unfurnished,18491210
Mumbai,House,3,4,3310,11,1,Semi Furnished,49233536
Rajkot,Commercial,3,3,3781,8,3,Unfurnished,25419466
Vadodara,House,1,3,2431,17,3,Semi Furnished,12257667
Vadodara,House,4,1,1946,13,3,Unfurnished,10574401
Delhi,Villa,4,3,2555,17,0,Semi Furnished,41958782
Vadodara,Apartment,2,3,4403,20,0,Semi Furnished,17922612
Mumbai,Villa,3,3,3319,0,3,Unfurnished,65292945
Jaipur,House,5,2,2831,11,2,Fully Furnished,18916799
Hyderabad,Commercial,1,4,2847,14,1,Unfurnished,42525497
Bangalore,Commercial,1,1,1827,10,1,Semi Furnished,31923970
Mumbai,Villa,5,4,2722,14,2,Fully Furnished,55008640
Hyderabad,Commercial,2,2,689,4,1,Fully Furnished,11783511
Surat,House,2,4,1343,3,0,Semi Furnished,8268794
Ahmedabad,Apartment,4,1,1351,8,1,Unfurnished,7238283
Mumbai,House,2,3,4130,20,1,Unfurnished,60174329
Vadodara,Apartment,1,3,3164,15,3,Fully Furnished,13850247
Delhi,Commercial,2,2,4240,20,3,Fully Furnished,78129713
Mumbai,Villa,4,2,1233,14,2,Semi Furnished,25355827
Mumbai,House,3,1,500,16,1,Semi Furnished,8200692
Hyderabad,Apartment,4,4,2954,0,3,Semi Furnished,26415246
Ahmedabad,Villa,2,4,4080,12,1,Unfurnished,30234654
Bangalore,House,3,1,3958,20,1,Fully Furnished,46506271
Mumbai,Villa,4,2,1060,5,1,Semi Furnished,21792717
Hyderabad,Commercial,3,4,2038,10,0,Unfurnished,30732922
Delhi,Apartment,2,1,2811,8,1,Fully Furnished,29719713
Ahmedabad,House,1,2,620,15,1,Semi Furnished,4113656
Mumbai,Commercial,3,4,759,10,0,Unfurnished,17053160
Mumbai,Commercial,1,4,1987,6,2,Semi Furnished,43832428
Surat,House,4,4,2524,23,0,Unfurnished,13729180
Surat,House,4,4,3056,10,1,Fully Furnished,17346475
Delhi,Apartment,3,4,2947,6,2,Unfurnished,30698367
Surat,House,4,3,623,5,2,Fully Furnished,5340381
Bangalore,House,1,1,4393,22,1,Semi Furnished,50224026
Rajkot,House,4,1,3272,24,0,Unfurnished,14315187
Vadodara,Apartment,2,4,2406,10,2,Semi Furnished,10635738
Ahmedabad,Commercial,3,2,2553,1,3,Fully Furnished,23113052
Delhi,Villa,5,4,2054,18,1,Fully Furnished,35178552
Pune,Commercial,3,2,1064,16,1,Semi Furnished,17389235
Mumbai,Villa,4,1,4644,12,1,Unfurnished,90196560
Jaipur,House,3,1,4915,12,1,Fully Furnished,30132118
Delhi,House,5,3,3142,13,2,Unfurnished,39029932
Delhi,Apartment,1,2,1963,1,1,Unfurnished,20413947
Rajkot,Apartment,1,4,4513,16,2,Unfurnished,16429650
Rajkot,Apartment,1,2,4525,2,3,Fully Furnished,17351148
Pune,Commercial,3,1,2677,16,0,Fully Furnished,42081907
Mumbai,Apartment,2,1,1329,23,1,Fully Furnished,17127048
Rajkot,House,5,2,1965,17,3,Fully Furnished,10438639
Jaipur,Villa,4,4,1352,5,1,Fully Furnished,12829423
Delhi,Villa,2,4,3386,10,2,Semi Furnished,55658373
Bangalore,Villa,5,2,4969,6,3,Fully Furnished,78145231
Pune,Commercial,4,4,501,23,0,Semi Furnished,8607394
Delhi,House,3,1,2960,7,1,Semi Furnished,36467755
Mumbai,House,1,1,4271,11,1,Unfurnished,61705260
Pune,House,2,3,2960,2,3,Fully Furnished,32219999
Surat,Villa,4,2,4499,22,0,Fully Furnished,31798265
Ahmedabad,Commercial,1,1,3239,11,3,Semi Furnished,26987295
Rajkot,Apartment,4,1,2996,16,0,Semi Furnished,11852157
Jaipur,House,3,2,1754,1,3,Semi Furnished,12107287
Surat,House,4,3,3730,4,1,Semi Furnished,20335754
Hyderabad,Apartment,5,4,2650,2,3,Fully Furnished,24835596
Vadodara,House,4,2,4496,12,1,Fully Furnished,23240993
Rajkot,House,1,3,4023,10,0,Unfurnished,17330272
Bangalore,Villa,3,2,3127,11,0,Semi Furnished,48482877
Pune,Commercial,5,2,4108,1,1,Unfurnished,64519379
Vadodara,Apartment,1,1,2491,19,1,Semi Furnished,9854300
Pune,Apartment,3,4,4359,0,2,Unfurnished,38765639
Rajkot,House,5,3,4995,15,1,Fully Furnished,22923281
Bangalore,Apartment,3,2,992,9,1,Fully Furnished,11183459
Ahmedabad,Commercial,1,1,3683,21,2,Fully Furnished,30935017
Surat,Apartment,3,4,2393,12,0,Semi Furnished,11508805
Jaipur,Apartment,2,2,4601,14,0,Unfurnished,22394209
Delhi,Villa,3,4,3722,23,1,Unfurnished,60340625
Pune,Villa,3,2,4606,8,0,Fully Furnished,64261796
Bangalore,Apartment,5,3,2347,4,2,Semi Furnished,24290428
Surat,Commercial,5,2,3918,7,1,Semi Furnished,31472637
Jaipur,Villa,4,2,2193,20,1,Fully Furnished,18859890
Rajkot,House,3,2,4023,24,1,Fully Furnished,18588882
Vadodara,Villa,1,1,2008,10,1,Fully Furnished,13410835
Pune,Commercial,4,3,4129,23,2,Unfurnished,64095762
Surat,House,2,1,2686,19,1,Fully Furnished,14655901
Rajkot,Apartment,3,1,4404,4,3,Fully Furnished,17606124
Vadodara,Commercial,4,4,1626,5,1,Unfurnished,12573315
Bangalore,Apartment,3,4,2323,23,1,Unfurnished,22562848
Vadodara,Commercial,5,4,3161,14,1,Semi Furnished,24164753
Ahmedabad,Commercial,3,4,4892,16,0,Fully Furnished,41089826
Hyderabad,Commercial,1,2,4749,17,3,Fully Furnished,71211398
Delhi,Commercial,5,1,2055,9,3,Semi Furnished,38984348
Mumbai,Commercial,2,4,2911,19,0,Fully Furnished,64444681
Vadodara,Commercial,4,1,4601,3,1,Fully Furnished,34646969
Vadodara,Commercial,4,3,4193,0,1,Semi Furnished,31196601
Hyderabad,Apartment,3,3,1843,22,0,Unfurnished,15432310
Hyderabad,Villa,1,4,4691,19,1,Semi Furnished,62547999
Bangalore,Apartment,2,3,1729,5,1,Unfurnished,17004302
Bangalore,Villa,3,4,2865,20,1,Unfurnished,44185962
Rajkot,Apartment,5,3,600,14,3,Semi Furnished,4419902
Ahmedabad,Commercial,2,2,4397,14,3,Semi Furnished,36598962
Jaipur,Apartment,2,3,2200,1,1,Unfurnished,11242738
Pune,Apartment,2,1,2944,10,0,Unfurnished,25188176
Bangalore,House,2,3,1953,14,2,Unfurnished,22811849
Mumbai,Villa,3,4,1054,24,3,Fully Furnished,21904879
Mumbai,Commercial,2,1,2748,10,3,Fully Furnished,60976838
Rajkot,Apartment,1,1,4462,23,2,Semi Furnished,16123862
Mumbai,Villa,2,4,4757,23,3,Semi Furnished,92398046
Jaipur,House,3,2,512,3,0,Semi Furnished,4047774
Rajkot,Commercial,4,1,3234,11,1,Unfurnished,21260160
Mumbai,Villa,1,3,2959,16,2,Unfurnished,57082166
Pune,Villa,4,1,1938,6,2,Semi Furnished,28209181
Hyderabad,Apartment,2,4,1772,20,3,Fully Furnished,16331787
Hyderabad,Commercial,1,3,3084,17,0,Unfurnished,45692672
Pune,Apartment,2,3,755,10,3,Fully Furnished,8577726
Vadodara,Commercial,2,1,3025,22,2,Fully Furnished,22218664
Mumbai,Commercial,1,4,2446,11,3,Semi Furnished,53985239
Delhi,Villa,2,1,3565,25,0,Unfurnished,56812102
Hyderabad,Apartment,4,2,2058,10,3,Fully Furnished,19424663
Mumbai,Villa,2,1,4728,21,1,Unfurnished,90740928
Hyderabad,Commercial,5,1,533,9,0,Fully Furnished,9683385
Pune,Commercial,1,1,4764,24,2,Unfurnished,72966505
Rajkot,Villa,2,2,2847,8,2,Semi Furnished,16966565
Mumbai,House,2,3,1437,0,0,Unfurnished,21761682
Pune,Villa,3,2,2820,18,1,Unfurnished,38776703
Mumbai,Villa,5,4,915,4,0,Semi Furnished,19270906
Surat,Commercial,1,1,3993,12,1,Fully Furnished,31454573
Jaipur,Villa,3,3,2123,22,0,Semi Furnished,17500010
Vadodara,Apartment,4,1,4232,9,3,Semi Furnished,18172748
Rajkot,House,5,3,3477,12,1,Fully Furnished,16949773
Pune,Commercial,4,1,1035,15,0,Semi Furnished,17162403
Hyderabad,House,3,3,1543,16,0,Semi Furnished,16045298
Pune,Apartment,3,4,3783,18,3,Unfurnished,33261028
Delhi,House,4,4,1041,10,1,Fully Furnished,14844091
Bangalore,Villa,5,2,1917,21,0,Fully Furnished,31173668
Surat,Commercial,3,1,4147,5,2,Semi Furnished,32549308
Jaipur,Apartment,5,4,3182,15,0,Unfurnished,16476782
Vadodara,Apartment,2,2,4210,17,2,Semi Furnished,17562881
Rajkot,House,3,3,2994,13,2,Unfurnished,13308313
Jaipur,Commercial,2,3,1011,11,0,Unfurnished,9547274
Pune,Apartment,3,1,2427,13,3,Fully Furnished,22538080
Bangalore,Commercial,4,4,4965,6,1,Semi Furnished,86547324
Rajkot,Commercial,3,4,1763,9,1,Unfurnished,11894066
Surat,Apartment,2,4,4077,4,0,Unfurnished,18059456
Hyderabad,Commercial,5,2,4222,16,3,Fully Furnished,64888627
Bangalore,Villa,2,2,3979,19,0,Fully Furnished,61828155
Rajkot,Villa,4,3,774,1,3,Fully Furnished,7045882
Surat,Commercial,1,2,4812,24,2,Semi Furnished,37170780
Surat,Apartment,2,4,1139,21,2,Fully Furnished,6114137
Pune,Apartment,4,4,4699,15,2,Semi Furnished,41736557
Mumbai,Villa,2,1,2990,23,2,Unfurnished,57929144
Jaipur,House,5,1,2890,25,0,Semi Furnished,17979707
Surat,House,5,1,2776,8,1,Fully Furnished,16185660
Mumbai,Villa,1,1,1930,18,1,Fully Furnished,38174349
Pune,House,3,2,4472,5,0,Semi Furnished,46627901
Vadodara,House,4,4,3638,7,3,Fully Furnished,19476249
Rajkot,Villa,1,3,1450,1,1,Semi Furnished,9313114
Hyderabad,Villa,4,2,3611,21,3,Semi Furnished,48876702
Vadodara,Commercial,1,3,4176,12,2,Fully Furnished,30508530
Surat,Villa,4,3,3244,8,2,Unfurnished,23167427
Jaipur,Commercial,4,2,2096,16,2,Fully Furnished,19998096
Pune,Apartment,1,1,597,13,0,Fully Furnished,5808454
Hyderabad,Villa,2,3,2563,6,0,Unfurnished,34072967
Ahmedabad,House,5,1,1482,2,1,Semi Furnished,10146366
Vadodara,Apartment,2,3,2913,14,0,Fully Furnished,12886170
Mumbai,Commercial,3,3,1826,24,0,Semi Furnished,40057017
Bangalore,Commercial,3,1,2615,8,1,Semi Furnished,45689269
Hyderabad,House,5,4,1961,20,3,Unfurnished,20747101
Delhi,Commercial,2,1,4117,22,2,Unfurnished,74192554
Surat,Apartment,5,3,4152,0,3,Unfurnished,19139309
Ahmedabad,Commercial,3,2,3201,12,0,Fully Furnished,27692614
Hyderabad,Commercial,4,1,4924,7,0,Semi Furnished,74208723
Surat,Villa,3,3,3781,1,0,Semi Furnished,27093916
Pune,Apartment,4,3,2163,5,0,Semi Furnished,19860781
Mumbai,Commercial,1,3,4485,2,3,Fully Furnished,98624667
Vadodara,Apartment,2,1,2453,15,3,Unfurnished,10508509
Mumbai,Commercial,5,4,634,1,2,Unfurnished,15673523
Ahmedabad,Commercial,1,2,4785,14,1,Fully Furnished,39852803
Surat,Apartment,2,4,656,15,0,Unfurnished,3117078
Ahmedabad,House,1,3,1297,14,1,Fully Furnished,8020864
Surat,Apartment,4,2,1016,25,1,Semi Furnished,5445929
Bangalore,Villa,1,2,3134,25,1,Unfurnished,47493673
Pune,Apartment,1,3,1657,24,3,Unfurnished,14572396
Delhi,House,4,2,833,4,0,Fully Furnished,12090401
Vadodara,Apartment,4,1,552,0,1,Unfurnished,3400314
Bangalore,Commercial,2,2,1672,20,2,Fully Furnished,30163498
Bangalore,House,2,1,1974,22,3,Fully Furnished,23695896
Mumbai,Villa,4,1,2430,6,0,Fully Furnished,48306331
Jaipur,Villa,5,2,4302,24,1,Semi Furnished,34195006
Rajkot,Apartment,2,4,4575,5,1,Fully Furnished,17582709
Ahmedabad,Villa,3,2,4060,8,2,Fully Furnished,31357159
Ahmedabad,Apartment,1,2,1794,25,0,Semi Furnished,8537915
Surat,Apartment,2,4,3170,13,1,Fully Furnished,14980505
Rajkot,Apartment,3,2,1303,7,3,Unfurnished,5879274
Rajkot,Apartment,4,4,945,13,1,Unfurnished,4709592
Vadodara,Commercial,3,2,4249,23,1,Fully Furnished,31328989
Mumbai,House,3,2,762,22,0,Semi Furnished,11615932
Surat,Commercial,4,4,1902,24,2,Unfurnished,15488619
Jaipur,House,5,2,2381,2,3,Fully Furnished,16677537
Rajkot,Commercial,4,3,618,23,3,Fully Furnished,5927035
Rajkot,Villa,4,2,1720,18,0,Semi Furnished,10528372
Ahmedabad,Commercial,5,1,3987,16,3,Semi Furnished,33897459
Hyderabad,Commercial,2,1,601,22,3,Unfurnished,9209918
Pune,Villa,2,1,630,15,2,Unfurnished,9274592
Jaipur,Apartment,4,4,1635,22,3,Unfurnished,9236414
Hyderabad,Apartment,1,4,3227,16,0,Semi Furnished,27257990
Mumbai,House,1,3,949,16,2,Unfurnished,13931956
Bangalore,Villa,4,1,3494,11,1,Fully Furnished,55269734
Surat,House,2,3,2454,17,0,Fully Furnished,13844896
Jaipur,House,2,3,3389,8,3,Semi Furnished,20727745
Surat,Villa,3,4,4483,16,0,Semi Furnished,31533502
Delhi,Villa,4,3,1037,6,3,Unfurnished,17976064
Bangalore,House,3,1,1395,5,2,Unfurnished,16783141
Hyderabad,House,2,1,2901,13,1,Semi Furnished,29434381
Bangalore,Commercial,1,3,2048,2,0,Unfurnished,35765661
Pune,Commercial,5,3,3173,15,3,Semi Furnished,50590753
Jaipur,House,3,2,2629,7,3,Semi Furnished,16770183
Ahmedabad,House,3,3,4234,5,1,Fully Furnished,25099920
Mumbai,House,2,2,1820,7,0,Unfurnished,26765006
Jaipur,House,4,3,3528,5,1,Fully Furnished,22282654
Pune,Villa,2,3,4173,17,1,Fully Furnished,58194008
Surat,Apartment,4,4,1690,14,2,Unfurnished,8152502
Delhi,Villa,3,4,2874,24,1,Fully Furnished,47747581
Pune,Apartment,4,1,1642,21,0,Semi Furnished,14658000
Bangalore,House,4,3,1257,10,0,Fully Furnished,16184429
Jaipur,House,3,2,684,2,3,Fully Furnished,5981461
Delhi,Commercial,2,4,3103,19,0,Fully Furnished,57257603
Bangalore,House,4,3,3663,11,0,Semi Furnished,43244875
Pune,Villa,4,1,2266,23,3,Fully Furnished,32828398
Hyderabad,Villa,2,4,3893,4,0,Unfurnished,51794037
Mumbai,Commercial,5,3,1041,18,3,Unfurnished,23742540
Bangalore,Villa,4,2,4285,22,1,Unfurnished,65827041
Bangalore,Villa,5,4,845,9,2,Semi Furnished,15255448
Hyderabad,House,1,1,1761,8,2,Fully Furnished,18873735
Surat,Villa,4,2,4529,22,1,Unfurnished,31060032
Mumbai,Commercial,1,3,4436,18,3,Semi Furnished,96966764
Surat,Villa,5,1,2626,5,0,Unfurnished,18906929
Hyderabad,House,3,2,933,8,2,Semi Furnished,10703996
Ahmedabad,Villa,3,1,4709,6,1,Unfurnished,34630054
Delhi,Villa,3,3,2723,21,2,Unfurnished,44653380
Jaipur,Villa,2,1,1621,16,2,Semi Furnished,13557733
Bangalore,Villa,2,1,2284,4,1,Unfurnished,35652592
Jaipur,Apartment,4,4,1125,3,1,Unfurnished,7077811
Pune,Villa,3,2,4120,19,2,Unfurnished,56826484
Ahmedabad,Apartment,2,2,1666,22,1,Semi Furnished,8028432
Rajkot,House,1,4,1415,2,0,Semi Furnished,7095195
Ahmedabad,House,1,1,4706,18,0,Semi Furnished,25537098
Mumbai,Apartment,1,3,584,24,0,Unfurnished,6873378
Jaipur,House,2,3,739,2,1,Fully Furnished,6047489
Jaipur,Villa,3,2,4601,24,1,Fully Furnished,37033615
Surat,Apartment,5,1,4832,6,1,Semi Furnished,21924517
Delhi,Apartment,1,2,4630,22,3,Semi Furnished,46944118
Hyderabad,Apartment,2,3,3609,13,1,Fully Furnished,31057407
Bangalore,Apartment,3,1,4316,3,1,Semi Furnished,42405798
Mumbai,Apartment,1,3,4544,3,3,Semi Furnished,56032142
Jaipur,Villa,4,2,3836,9,3,Unfurnished,30658470
Hyderabad,Villa,2,1,4527,21,0,Semi Furnished,60028577
Delhi,Apartment,1,2,3734,12,0,Fully Furnished,38266919
Surat,Villa,2,3,2140,19,3,Unfurnished,15099981
Bangalore,Commercial,3,3,3778,11,3,Fully Furnished,66852889
Hyderabad,Villa,2,4,1385,3,2,Semi Furnished,19917629
Rajkot,House,1,1,932,2,3,Fully Furnished,5292448
Vadodara,Commercial,5,3,1751,9,0,Unfurnished,13862225
Hyderabad,Commercial,2,3,4578,15,2,Fully Furnished,69256587
Delhi,Apartment,1,4,1475,12,3,Semi Furnished,16044617
Hyderabad,Commercial,1,1,1948,17,2,Fully Furnished,29749597
Hyderabad,Commercial,2,3,3687,15,0,Fully Furnished,55959502
Delhi,Commercial,4,2,4650,1,3,Semi Furnished,85943721
Jaipur,Commercial,5,3,2830,10,0,Unfurnished,25498510
Vadodara,Villa,3,1,3295,12,0,Semi Furnished,21572708
Pune,Commercial,3,1,2500,7,1,Fully Furnished,40002260
Jaipur,Apartment,1,3,1437,10,1,Unfurnished,7612170
Pune,Apartment,4,4,4716,13,2,Unfurnished,41653516
Jaipur,Apartment,3,4,3697,10,0,Semi Furnished,18850517
Rajkot,Villa,4,3,1865,19,2,Semi Furnished,12126169
Rajkot,Commercial,1,2,2854,8,0,Semi Furnished,18751756
Rajkot,Apartment,5,1,3259,8,0,Fully Furnished,13713360
Hyderabad,Commercial,2,3,1128,20,2,Fully Furnished,18163757
Bangalore,Villa,2,4,3795,8,3,Fully Furnished,60008160
Vadodara,Apartment,5,2,4589,6,3,Semi Furnished,20305696
Jaipur,Commercial,5,1,4778,6,2,Semi Furnished,43036840
Rajkot,House,3,4,3860,10,0,Fully Furnished,17925446
Bangalore,Villa,3,2,2600,21,1,Semi Furnished,40445067
Surat,House,2,1,2511,25,2,Semi Furnished,13539400
Delhi,Commercial,4,1,2154,5,2,Unfurnished,39777557
Mumbai,Villa,5,2,845,23,3,Unfurnished,17307014
Surat,Villa,5,3,1020,13,2,Fully Furnished,9074093
Bangalore,House,2,1,4598,3,2,Semi Furnished,53436832
Rajkot,Apartment,3,3,3694,25,1,Semi Furnished,13832598
Vadodara,Apartment,2,2,2749,14,3,Semi Furnished,11679742
Hyderabad,Villa,1,3,4970,13,3,Fully Furnished,66739713
Mumbai,House,3,4,3512,9,0,Fully Furnished,52134300
Ahmedabad,House,3,4,3033,20,2,Fully Furnished,18056182
Delhi,House,4,4,564,12,2,Semi Furnished,8362634
Rajkot,Villa,2,2,4095,20,2,Fully Furnished,24458024
Ahmedabad,Villa,1,4,4359,23,3,Semi Furnished,32452682
Surat,House,3,1,3382,13,2,Semi Furnished,17998959
Ahmedabad,House,4,2,525,12,1,Fully Furnished,4805389
Pune,Apartment,1,2,2544,16,1,Fully Furnished,22854247
Pune,Commercial,4,2,2635,5,2,Semi Furnished,41998814
Surat,Commercial,3,2,3723,12,1,Unfurnished,28669965
Delhi,House,1,4,2124,8,1,Unfurnished,26208515
Jaipur,Commercial,5,3,1722,2,2,Unfurnished,16972877
Surat,Apartment,5,4,4216,21,3,Unfurnished,19217588
Rajkot,House,3,3,4548,12,1,Semi Furnished,20318242
Jaipur,House,3,2,3926,5,3,Unfurnished,23618930
Mumbai,Villa,2,4,2534,11,3,Unfurnished,49438621
Hyderabad,House,3,4,2238,22,3,Fully Furnished,24115772
Jaipur,Villa,1,1,981,1,2,Unfurnished,8352888
Pune,Apartment,1,3,4633,19,3,Semi Furnished,40419369
Pune,House,5,1,1969,8,1,Fully Furnished,22500580
